x,y
-2.3123123123123124,5.587912899795943
-0.9309309309309306,1.2246093588697606
3.8138138138138142,-13.483427806078204
-4.754754754754755,17.242906271821788
-2.2522522522522523,5.437535122013931
-1.7517517517517511,3.115884158790574
0.4504504504504503,-0.4620392218450433
-0.5105105105105103,0.5867275974386873
2.4724724724724716,-6.347970393730696
4.1741741741741745,-15.093858932333863
-2.7127127127127126,7.564002189915398
1.1111111111111107,-1.5010261085859162
9.6996996996997,-31.275536741984347
9.05905905905906,-27.573633000047806
-4.2942942942942945,15.645702333470002
-1.7717717717717711,3.3140938292634106
8.358358358358359,-24.417272231172465
0.5905905905905904,-0.6302831936344393
-6.036036036036036,19.714058866987845
-8.278278278278279,24.077746394443924
-8.558558558558559,25.302460419430087
-7.137137137137137,20.63138632048536
-5.595595595595595,19.04070101125588
2.2922922922922915,-5.5300748049589945
1.2512512512512508,-1.6845116004626508
