timestamp,humidity
2021-10-01 00:01:18,100.0
2021-10-01 00:03:45,100.0
2021-10-01 00:06:13,100.0
2021-10-01 00:08:40,100.0
2021-10-01 00:11:06,100.0
2021-10-01 00:13:33,100.0
2021-10-01 00:15:59,100.0
2021-10-01 00:18:26,100.0
2021-10-01 00:20:52,100.0
2021-10-01 00:23:20,100.0
2021-10-01 00:25:47,100.0
2021-10-01 00:28:13,100.0
2021-10-01 00:30:40,100.0
2021-10-01 00:33:06,100.0
2021-10-01 00:35:33,100.0
2021-10-01 00:37:59,100.0
2021-10-01 00:40:28,100.0
2021-10-01 00:42:54,100.0
2021-10-01 00:45:21,100.0
2021-10-01 00:47:48,100.0
2021-10-01 00:50:14,100.0
2021-10-01 00:52:41,100.0
2021-10-01 00:55:08,100.0
2021-10-01 00:57:36,100.0
2021-10-01 01:00:03,100.0
2021-10-01 01:02:32,100.0
2021-10-01 01:04:58,100.0
2021-10-01 01:07:32,100.0
2021-10-01 01:10:06,100.0
2021-10-01 01:12:44,100.0
2021-10-01 01:15:18,100.0
2021-10-01 01:17:48,100.0
2021-10-01 01:20:18,100.0
2021-10-01 01:22:54,100.0
2021-10-01 01:25:48,100.0
2021-10-01 01:28:29,100.0
2021-10-01 01:31:15,100.0
2021-10-01 01:33:45,100.0
2021-10-01 01:36:13,100.0
2021-10-01 01:38:46,100.0
2021-10-01 01:41:15,100.0
2021-10-01 01:43:42,100.0
2021-10-01 01:46:10,100.0
2021-10-01 01:48:37,100.0
2021-10-01 01:51:05,100.0
2021-10-01 01:53:32,100.0
2021-10-01 01:56:00,100.0
2021-10-01 01:58:27,100.0
2021-10-01 02:00:55,100.0
2021-10-01 02:03:22,100.0
2021-10-01 02:05:49,100.0
2021-10-01 02:08:18,100.0
2021-10-01 02:10:46,100.0
2021-10-01 02:13:14,100.0
2021-10-01 02:15:42,100.0
2021-10-01 02:18:11,100.0
2021-10-01 02:20:39,100.0
2021-10-01 02:23:07,100.0
2021-10-01 02:25:38,100.0
2021-10-01 02:28:29,100.0
2021-10-01 02:30:58,100.0
2021-10-01 02:33:29,100.0
2021-10-01 02:35:59,100.0
2021-10-01 02:38:26,100.0
2021-10-01 02:40:54,100.0
2021-10-01 02:43:20,100.0
2021-10-01 02:45:47,100.0
2021-10-01 02:48:13,100.0
2021-10-01 02:50:40,100.0
2021-10-01 02:53:14,100.0
2021-10-01 02:55:47,100.0
2021-10-01 02:58:20,100.0
2021-10-01 03:00:47,100.0
2021-10-01 03:03:20,100.0
2021-10-01 03:05:47,100.0
2021-10-01 03:08:16,100.0
